lad11cd,lad11nm,lsoa11,1991/92,1992/93,1993/94,1994/95,1995/96,1996/97,1997/98,1998/99,1999/00,2000/01,2001/02,2002/03,2003/04,2004/05,2005/06,2006/07,2007/08,2008/09,2009/10,2010/11,2011/12,2012/13,2013/14,2014/15,2015/16,2016/17
E09000023,Lewisham,E01003351,23,22,21,17,26,24,29,25,26,26,33,20,17,25,30,26,27,31,33,26,34,29,11,25,22,21
E09000023,Lewisham,E01003352,26,20,12,15,20,22,19,19,21,13,22,22,25,23,19,24,23,28,18,30,25,37,35,36,47,32
E09000023,Lewisham,E01003353,24,17,20,19,14,20,16,16,16,19,28,23,21,22,23,14,26,25,22,19,27,16,28,34,30,29
E09000023,Lewisham,E01003354,16,14,19,16,16,19,22,22,18,26,24,25,24,27,33,33,27,29,31,33,38,33,37,34,37,38
E09000023,Lewisham,E01032564,13,14,16,13,11,13,20,14,17,20,32,18,22,24,20,18,28,22,20,25,18,18,18,24,17,28
E09000023,Lewisham,E01032565,23,14,14,15,21,23,19,18,23,12,15,21,26,15,22,23,29,20,24,18,17,24,16,24,19,19
E09000023,Lewisham,E01032579,19,26,13,26,25,30,30,21,25,28,34,29,23,25,30,24,29,24,27,22,22,28,18,30,23,24
E09000023,Lewisham,E01033320,11,12,11,8,15,10,12,17,21,17,19,19,26,19,23,31,23,23,29,33,20,32,23,26,34,27
E09000023,Lewisham,E01033322,8,7,8,5,2,8,3,6,5,5,9,7,4,8,13,13,18,21,29,35,18,26,28,24,38,35
E09000023,Lewisham,E01033324,18,20,14,25,16,17,24,21,27,22,31,22,13,24,20,20,22,23,19,30,18,26,17,28,24,23
E09000023,Lewisham,E01033325,2,0,0,1,1,0,0,1,0,0,1,1,2,5,5,8,14,27,18,18,23,26,35,23,26,18
E09000023,Lewisham,E01033327,23,11,20,13,17,19,12,25,12,18,19,10,12,13,12,23,27,24,33,21,36,41,25,25,23,35
E09000023,Lewisham,E01033341,15,20,19,17,15,23,13,18,19,22,16,17,18,20,22,30,25,25,28,29,32,24,32,31,35,28
E09000024,Merton,E01003355,24,21,25,31,18,14,20,26,27,28,24,22,28,18,34,29,23,20,34,27,37,41,32,28,32,25
E09000024,Merton,E01003356,23,40,32,26,27,23,24,32,29,34,29,49,40,38,39,34,27,39,40,32,25,32,27,21,30,22
E09000024,Merton,E01003357,40,39,41,40,30,29,35,30,39,35,37,37,36,31,29,33,30,37,25,29,37,38,24,42,28,24
E09000024,Merton,E01003358,18,17,16,19,23,18,23,21,13,22,23,25,30,25,28,23,24,38,34,44,34,23,32,30,37,36
E09000024,Merton,E01003359,19,22,28,24,15,23,24,25,26,23,23,31,22,32,25,30,37,33,36,39,40,29,34,36,25,35
E09000024,Merton,E01003360,22,31,25,16,31,25,29,35,33,35,32,39,31,18,30,40,33,38,44,42,52,49,41,43,44,48
E09000024,Merton,E01003361,14,21,18,19,12,21,18,15,15,15,17,10,18,32,17,19,30,22,22,29,34,24,18,15,20,23
E09000024,Merton,E01003362,10,14,13,16,9,13,15,18,12,6,10,12,10,12,10,8,9,16,9,14,16,11,11,17,11,13
E09000024,Merton,E01003363,14,13,11,20,13,19,14,20,19,14,17,19,20,11,21,24,21,13,24,21,13,22,14,19,19,32
E09000024,Merton,E01003364,22,21,12,14,10,12,10,15,18,19,19,16,14,14,14,19,21,21,24,12,25,18,20,21,24,24
E09000024,Merton,E01003365,16,15,11,17,9,12,10,11,16,16,15,16,8,19,15,13,15,10,14,7,15,12,22,17,15,17
E09000024,Merton,E01003366,7,14,11,19,17,15,16,16,21,20,13,16,17,14,13,19,17,13,22,21,19,26,16,17,23,27
E09000024,Merton,E01003367,26,26,22,21,29,28,26,21,22,23,21,20,14,37,25,26,33,40,47,41,36,38,33,36,42,44
E09000024,Merton,E01003368,27,29,21,21,27,16,30,11,14,24,17,29,24,21,14,31,30,36,26,26,28,31,32,29,25,21
E09000024,Merton,E01003369,38,25,35,42,26,29,40,25,21,24,22,17,13,15,27,40,36,39,40,35,34,24,36,42,26,35
E09000024,Merton,E01003370,13,26,21,30,23,42,32,20,21,22,23,22,28,26,22,33,34,31,37,40,36,50,47,35,39,35
E09000024,Merton,E01003371,18,25,24,17,19,23,18,17,19,16,18,13,16,21,35,19,19,23,23,31,24,22,24,25,21,21
E09000024,Merton,E01003372,23,28,24,24,30,21,26,21,21,16,25,20,26,22,22,39,28,15,38,27,33,29,26,31,19,19
E09000024,Merton,E01003373,37,31,27,41,28,24,29,30,29,27,28,23,21,29,26,31,34,42,31,34,42,36,31,33,37,27
E09000024,Merton,E01003374,16,17,21,22,29,20,15,18,17,20,30,23,22,26,24,40,28,24,42,35,28,43,40,29,37,23
E09000024,Merton,E01003375,19,16,16,13,14,14,11,27,22,19,28,16,25,20,14,20,23,31,19,22,17,21,22,27,30,27
E09000024,Merton,E01003376,9,26,16,14,16,20,17,17,25,23,28,17,27,22,26,28,28,24,16,25,29,22,26,31,21,18
E09000024,Merton,E01003377,31,27,33,38,22,24,24,21,26,32,33,29,31,30,29,35,36,32,18,33,31,23,32,30,31,16
E09000024,Merton,E01003378,27,24,28,21,28,28,23,26,25,20,18,24,23,31,19,37,36,33,41,38,35,42,33,41,44,26
E09000024,Merton,E01003379,21,38,22,20,32,16,25,21,23,14,19,26,26,24,27,32,41,46,36,41,39,35,27,44,27,30
E09000024,Merton,E01003380,27,16,18,26,24,24,18,21,13,21,18,13,22,28,27,32,36,43,33,32,41,20,29,27,21,29
E09000024,Merton,E01003381,19,19,14,26,26,18,19,15,24,17,18,20,21,28,27,25,29,50,35,61,50,41,44,32,29,45
E09000024,Merton,E01003382,22,23,25,21,15,21,16,22,16,31,21,28,28,31,35,31,41,33,35,41,32,40,39,37,41,32
E09000024,Merton,E01003383,16,17,13,13,18,16,16,29,21,26,26,24,23,30,17,25,31,38,29,26,33,34,31,30,25,24
E09000024,Merton,E01003384,22,23,22,18,22,24,28,27,27,31,32,23,26,25,22,22,21,31,25,34,22,21,25,32,23,20
E09000024,Merton,E01003385,20,20,22,20,26,29,27,18,18,21,21,24,30,30,32,31,29,36,25,25,28,31,30,29,25,22
E09000024,Merton,E01003386,16,16,20,19,19,23,20,16,24,13,18,15,24,22,42,43,53,52,43,51,37,41,35,34,45,42
E09000024,Merton,E01003387,29,30,33,36,35,37,28,31,25,18,28,16,40,25,40,36,25,26,24,28,34,46,41,41,44,29
E09000024,Merton,E01003388,19,22,19,28,21,27,25,20,19,19,12,14,21,24,21,24,27,20,28,29,26,23,31,25,28,24
E09000024,Merton,E01003389,22,25,20,24,22,26,22,26,15,27,17,18,29,26,29,31,16,22,36,35,28,30,31,32,30,26
E09000024,Merton,E01003390,37,32,38,29,32,25,27,31,26,35,26,31,36,46,33,34,37,44,34,36,42,44,33,30,45,37
E09000024,Merton,E01003391,33,38,54,38,33,31,42,28,32,32,32,32,31,23,29,45,27,33,34,35,35,47,24,32,34,26
E09000024,Merton,E01003392,24,26,23,26,15,21,22,19,29,19,15,21,24,28,21,21,24,22,16,22,27,33,22,23,30,26
E09000024,Merton,E01003393,36,34,36,29,28,32,20,28,24,19,21,28,24,24,29,25,31,36,43,41,29,37,24,32,35,30
E09000024,Merton,E01003394,28,28,22,25,28,19,26,22,31,27,14,35,32,31,30,35,36,40,38,31,39,21,40,31,35,22
E09000024,Merton,E01003395,16,12,15,10,24,15,18,18,14,17,12,18,11,19,23,22,27,20,21,26,24,25,22,21,21,26
E09000024,Merton,E01003396,25,24,19,22,26,28,15,24,36,22,18,25,18,22,26,23,32,26,28,23,31,32,27,22,31,18
E09000024,Merton,E01003397,15,24,24,19,23,29,17,21,12,18,19,15,21,19,19,24,29,35,34,34,29,24,18,28,35,22
E09000024,Merton,E01003398,17,27,20,25,21,31,21,18,20,24,21,19,19,23,23,14,23,26,22,38,28,25,33,25,26,30
E09000024,Merton,E01003399,20,9,15,18,18,13,19,14,22,14,20,16,16,17,14,18,16,24,20,18,22,25,15,22,17,21
E09000024,Merton,E01003400,25,15,19,21,16,23,22,18,24,21,20,26,22,11,20,16,25,14,17,25,21,22,25,26,23,26
E09000024,Merton,E01003401,11,21,16,14,13,11,12,13,16,17,15,9,10,19,25,25,19,20,29,20,19,23,19,22,17,28
E09000024,Merton,E01003402,15,13,21,12,14,13,23,13,23,14,22,22,27,23,18,24,34,30,16,24,21,26,29,13,13,24
E09000024,Merton,E01003403,21,19,21,19,23,26,14,25,10,16,16,16,17,21,28,19,24,13,24,25,28,23,24,21,15,20
E09000024,Merton,E01003404,16,25,17,14,13,13,14,16,13,19,11,27,20,18,18,26,27,23,26,35,31,23,34,22,30,30
E09000024,Merton,E01003405,22,27,26,24,26,30,23,19,24,19,21,13,20,23,29,32,25,33,36,34,32,32,42,39,58,42
E09000024,Merton,E01003406,20,36,32,41,31,37,33,38,22,20,33,30,23,33,28,24,34,29,34,31,26,28,26,30,30,17
E09000024,Merton,E01003407,7,16,25,22,35,40,36,25,30,27,29,18,26,21,21,29,36,40,46,44,47,46,49,36,42,35
E09000024,Merton,E01003408,33,35,30,40,32,33,24,23,22,27,26,23,32,30,15,36,47,32,46,44,44,40,34,48,38,35
E09000024,Merton,E01003409,21,18,26,17,18,20,29,14,17,20,23,19,28,20,29,29,30,32,38,24,29,36,33,29,29,23
E09000024,Merton,E01003410,43,30,36,37,27,26,39,23,23,18,24,23,29,25,30,25,32,35,30,25,26,48,25,38,30,31
E09000024,Merton,E01003411,18,21,38,31,21,24,21,26,26,29,18,24,25,31,37,39,35,40,34,37,39,44,34,38,50,36
E09000024,Merton,E01003412,22,21,23,36,31,24,34,18,18,20,19,17,28,27,32,30,25,25,32,25,30,25,30,25,21,18
E09000024,Merton,E01003413,22,19,19,19,24,37,26,20,20,24,25,17,22,27,29,16,33,35,38,31,46,40,44,32,35,37
E09000024,Merton,E01003414,15,25,15,14,18,24,14,13,19,16,21,17,19,17,16,21,22,12,24,27,23,13,19,23,21,22
E09000024,Merton,E01003415,22,18,25,24,20,26,16,20,18,25,20,22,22,26,26,24,27,23,16,17,23,26,35,31,50,35
E09000024,Merton,E01003416,17,11,17,16,20,16,19,20,16,26,18,19,13,12,17,12,13,13,20,15,12,12,17,16,21,14
E09000024,Merton,E01003417,17,21,12,11,20,12,17,17,23,13,21,15,20,28,12,19,19,22,8,25,13,15,19,22,13,18
E09000024,Merton,E01003418,19,24,13,21,18,19,12,16,12,13,16,19,13,15,12,11,14,12,9,14,7,11,12,9,13,10
E09000024,Merton,E01003419,16,28,28,28,27,24,21,23,20,11,18,25,25,26,27,34,22,20,16,17,32,31,20,23,22,25
E09000024,Merton,E01003420,22,24,27,13,21,11,15,27,11,21,18,17,15,28,17,17,22,23,26,18,16,12,10,20,13,21
E09000024,Merton,E01003421,18,10,10,17,17,11,10,16,21,11,13,12,17,11,23,17,23,27,23,34,16,19,22,23,21,27
E09000024,Merton,E01003422,9,12,18,7,13,16,17,10,10,15,8,11,9,10,12,11,18,17,14,15,17,15,16,16,21,17
E09000024,Merton,E01003423,22,28,23,22,16,22,27,23,17,23,29,20,26,25,29,20,28,25,23,27,23,33,20,20,36,26
E09000024,Merton,E01003424,17,19,12,13,17,15,21,14,18,13,11,20,13,14,13,16,19,23,17,9,15,12,10,11,10,8
E09000024,Merton,E01003425,17,11,8,17,12,20,16,16,10,13,10,18,12,19,13,10,19,15,16,10,13,18,16,17,17,7
E09000024,Merton,E01003426,19,11,15,14,21,22,26,27,19,21,26,16,16,19,17,22,20,19,19,17,21,22,12,21,19,16
E09000024,Merton,E01003427,32,22,32,16,26,31,27,26,20,22,25,24,19,28,25,31,34,30,37,30,42,47,46,23,46,31
E09000024,Merton,E01003428,15,13,10,11,16,14,13,16,13,19,12,18,19,17,24,19,14,17,23,25,23,24,11,21,20,20
E09000024,Merton,E01003429,15,23,12,23,15,20,17,22,11,16,11,15,16,23,18,29,25,21,20,17,17,19,19,21,13,15
E09000024,Merton,E01003430,45,37,44,36,39,39,37,40,25,34,24,29,34,29,55,42,39,34,39,33,29,28,27,27,26,28
E09000024,Merton,E01003431,36,30,38,37,30,42,35,27,33,27,24,25,23,26,20,22,27,21,27,26,37,27,26,24,18,23
E09000024,Merton,E01003432,29,29,25,28,26,31,32,33,18,23,12,14,18,27,24,31,42,19,27,25,26,24,26,31,38,22
E09000024,Merton,E01003433,24,24,21,18,18,22,11,31,27,23,18,17,23,22,27,25,34,29,22,27,22,24,30,28,18,29
E09000024,Merton,E01003434,24,17,20,18,19,24,18,14,25,19,10,17,19,18,17,14,21,22,20,23,24,13,21,25,23,25
E09000024,Merton,E01003435,13,17,9,20,8,13,12,18,15,17,11,15,12,15,18,21,18,14,15,20,17,17,35,27,44,27
E09000024,Merton,E01003436,23,9,16,16,16,20,18,16,26,17,16,17,25,19,24,26,29,21,33,26,26,33,31,21,20,25
E09000024,Merton,E01003437,19,20,15,21,21,30,21,28,23,14,22,27,19,28,29,27,17,20,29,32,27,26,29,28,25,30
E09000024,Merton,E01003438,14,17,19,23,11,29,31,17,27,16,17,21,20,25,21,20,25,20,19,30,25,30,24,25,24,21
E09000024,Merton,E01003439,20,19,13,17,15,19,16,18,14,24,21,19,32,19,28,24,26,30,33,27,27,26,15,27,36,24
E09000024,Merton,E01003440,25,26,28,21,26,21,21,33,15,27,20,19,23,18,29,29,28,34,29,40,31,21,36,31,27,33
E09000024,Merton,E01003441,18,13,18,14,22,22,21,26,26,18,21,25,30,24,29,31,29,30,31,24,40,36,27,23,36,35
E09000024,Merton,E01003442,20,22,21,18,21,17,25,21,24,15,21,24,14,16,23,27,40,25,24,24,30,24,20,13,8,11
E09000024,Merton,E01003443,34,23,32,32,22,26,33,29,25,30,23,34,33,29,28,32,39,36,43,37,33,31,25,17,23,26
E09000024,Merton,E01003444,22,15,15,20,11,13,22,17,15,17,15,10,22,21,24,28,33,25,24,32,33,22,15,29,31,26
E09000024,Merton,E01003445,20,15,20,16,23,20,21,17,28,17,31,14,27,25,25,14,18,30,21,22,19,26,26,26,28,27
E09000024,Merton,E01003446,21,24,19,17,15,25,23,26,19,19,20,26,24,24,22,18,29,23,29,27,29,24,24,29,25,30
E09000024,Merton,E01003447,25,33,31,23,24,16,25,19,20,28,27,22,25,22,31,26,30,36,35,28,28,38,30,26,30,25
E09000024,Merton,E01003448,13,16,11,10,20,23,14,24,21,27,19,27,22,22,27,29,26,24,28,33,31,49,54,54,37,45
E09000024,Merton,E01003449,18,12,16,13,16,17,17,13,16,19,21,19,28,31,28,35,32,29,27,30,22,25,34,28,20,26
E09000024,Merton,E01003450,14,15,24,19,11,25,18,27,23,20,14,19,32,26,30,32,24,30,29,34,37,20,35,35,25,37
E09000024,Merton,E01003451,19,15,18,13,15,13,15,20,13,15,21,9,17,12,6,19,12,15,13,16,18,12,19,17,18,19
E09000024,Merton,E01003452,16,20,20,20,23,21,16,22,22,18,12,15,18,25,17,19,24,27,40,24,38,38,31,29,20,29
E09000024,Merton,E01003453,13,11,19,22,17,20,20,24,16,35,17,21,30,21,25,23,20,25,24,33,32,32,29,29,30,23
E09000024,Merton,E01003454,9,18,17,16,15,20,16,21,14,18,14,16,12,16,22,24,20,24,23,24,24,19,18,19,16,19
E09000024,Merton,E01003455,27,24,29,18,26,31,29,27,20,24,16,22,24,25,25,28,35,29,42,37,43,39,37,33,31,30
E09000024,Merton,E01003456,24,6,16,20,19,10,17,14,14,18,14,14,21,17,10,14,16,23,12,24,21,15,17,27,25,26
E09000024,Merton,E01003457,32,26,24,38,27,42,37,33,19,31,33,40,40,44,42,61,49,41,49,55,40,41,25,26,26,43
E09000024,Merton,E01003458,22,21,21,24,17,23,27,17,28,31,30,28,23,27,33,43,27,53,33,49,34,32,35,27,40,23
E09000024,Merton,E01003459,24,14,16,15,25,25,23,23,19,18,24,25,27,38,32,34,41,42,41,59,52,40,28,46,41,45
E09000024,Merton,E01003460,14,13,14,25,11,14,14,15,11,18,18,19,26,23,13,16,13,16,19,13,15,16,11,10,10,14
E09000024,Merton,E01003461,17,15,20,19,17,14,18,13,17,27,24,18,21,26,19,24,17,23,20,22,15,23,14,22,14,7
E09000024,Merton,E01003462,15,16,13,22,20,17,13,20,17,17,18,18,8,14,24,32,18,20,18,15,16,12,16,10,14,12
E09000024,Merton,E01003463,16,11,10,14,16,16,13,7,6,9,11,13,9,11,6,13,10,12,6,10,9,8,14,16,12,12
E09000024,Merton,E01003464,9,12,15,16,14,14,10,10,12,17,22,10,16,12,15,21,17,16,17,14,15,12,13,8,10,6
E09000024,Merton,E01003465,10,16,13,17,12,14,16,7,11,17,16,13,8,14,13,13,12,13,18,14,8,16,14,7,12,12
E09000024,Merton,E01003466,21,15,16,19,24,19,21,24,15,27,27,8,15,28,17,25,28,26,17,20,27,17,33,17,37,27
E09000024,Merton,E01003467,19,15,19,16,14,17,6,17,21,20,25,18,18,19,21,29,25,25,22,34,21,36,20,18,29,24
E09000024,Merton,E01003468,27,21,23,31,26,18,35,24,32,29,23,21,19,24,24,27,27,28,30,31,33,29,28,36,27,23
E09000024,Merton,E01003469,20,22,19,23,24,21,24,19,30,24,25,24,33,22,29,29,23,28,32,21,21,28,20,29,21,19
E09000024,Merton,E01003470,41,26,17,23,24,13,16,27,22,25,26,26,26,22,24,22,29,26,35,26,15,22,17,26,29,20
E09000024,Merton,E01003471,20,18,21,16,23,23,25,19,23,27,15,26,21,16,20,29,15,23,23,35,30,33,27,30,24,39
E09000024,Merton,E01003472,19,22,30,24,24,29,22,25,29,34,34,31,38,42,35,47,39,42,43,35,35,33,42,34,23,35
E09000024,Merton,E01003473,18,8,26,21,17,25,27,18,21,20,21,27,13,14,35,28,26,25,27,28,25,30,28,24,22,23
E09000024,Merton,E01003474,19,18,20,21,15,21,18,17,18,18,14,18,21,20,16,15,16,19,13,13,19,17,13,11,7,14
E09000024,Merton,E01003475,29,30,24,17,25,15,20,18,23,23,21,25,23,24,18,27,24,32,69,59,53,55,45,52,54,45
E09000024,Merton,E01003476,25,32,27,31,20,32,19,25,26,17,23,21,25,22,33,22,22,15,26,18,22,24,14,23,19,19
E09000024,Merton,E01003477,30,22,12,14,24,22,19,24,21,24,24,25,28,30,22,28,31,22,37,22,37,18,26,26,26,20
E09000024,Merton,E01003478,17,21,31,28,27,29,33,33,32,31,33,38,30,36,35,34,42,33,39,40,45,45,37,40,49,32
E09000025,Newham,E01003479,43,33,33,39,32,42,42,25,28,33,24,28,29,31,39,39,48,40,42,41,35,44,33,19,23,31
E09000025,Newham,E01003480,15,11,11,13,21,17,27,20,26,29,27,14,39,21,17,35,32,32,23,40,37,44,26,23,30,27
E09000025,Newham,E01003481,20,9,15,12,8,13,21,22,17,17,26,16,22,25,21,22,24,23,34,34,28,17,25,28,29,24
E09000025,Newham,E01003482,10,17,28,26,17,22,22,23,16,32,21,28,29,28,36,60,58,47,67,58,72,66,59,73,62,57
E09000025,Newham,E01003483,18,20,14,10,32,29,27,33,26,33,22,31,22,26,26,29,31,24,36,23,23,23,27,19,23,22
E09000025,Newham,E01003484,30,32,34,24,35,29,35,30,30,36,21,33,35,34,41,40,29,44,36,37,39,41,32,35,46,38
E09000025,Newham,E01003485,42,36,22,27,23,25,28,22,22,17,25,21,27,24,32,32,44,46,33,38,38,29,39,30,35,18
E09000025,Newham,E01003486,6,7,10,17,29,29,25,30,27,23,19,31,19,21,26,26,20,16,19,22,24,26,19,17,28,21
E09000025,Newham,E01003487,8,6,23,36,29,41,34,28,52,34,34,29,34,32,29,24,35,25,25,34,28,23,27,18,33,33
E09000025,Newham,E01003488,34,28,24,24,26,28,27,29,34,25,35,39,33,38,30,45,32,47,39,39,41,46,42,23,35,40
E09000025,Newham,E01003489,20,36,28,43,22,36,35,36,33,41,29,38,35,41,38,29,35,40,28,40,32,35,36,27,28,31
E09000025,Newham,E01003490,21,29,17,22,29,34,27,43,26,34,47,31,33,19,38,37,45,40,35,35,58,39,43,42,40,37
E09000025,Newham,E01003491,31,20,13,19,22,32,30,31,33,28,31,23,26,35,25,36,30,32,26,35,46,48,31,31,45,32
E09000025,Newham,E01003492,28,23,28,27,22,24,32,29,32,30,28,22,22,36,42,39,40,34,42,35,45,38,38,44,44,50
E09000025,Newham,E01003493,28,36,31,36,31,37,27,21,37,37,48,36,47,23,47,41,36,44,41,48,40,56,47,45,42,51
E09000025,Newham,E01003494,18,30,23,34,32,27,24,29,22,26,11,28,29,36,34,29,48,43,45,40,26,48,41,38,48,39
E09000025,Newham,E01003495,26,25,34,28,37,26,37,27,30,40,32,26,30,40,37,50,47,40,49,49,39,49,42,28,33,39
E09000025,Newham,E01003496,31,35,26,33,37,30,24,32,29,23,24,29,20,34,24,20,31,32,25,33,23,25,22,19,20,24
E09000025,Newham,E01003497,30,27,25,27,19,22,20,21,28,16,26,26,32,26,34,29,21,23,31,27,30,25,19,29,28,21
E09000025,Newham,E01003498,18,23,19,28,29,39,29,38,32,21,34,29,28,36,41,34,42,32,36,32,33,41,36,23,38,27
E09000025,Newham,E01003499,26,27,27,21,32,26,34,29,31,22,30,29,37,36,44,49,47,41,28,40,31,44,40,51,38,40
E09000025,Newham,E01003500,31,33,42,49,47,44,45,36,44,43,35,36,35,42,29,40,34,40,44,42,43,28,38,31,34,22
E09000025,Newham,E01003501,25,25,34,27,23,24,27,25,45,39,30,35,44,51,44,54,43,46,34,54,43,43,50,38,47,44
E09000025,Newham,E01003502,19,34,35,38,33,37,25,36,26,41,36,35,32,29,26,31,27,35,30,39,39,41,35,44,32,33
E09000025,Newham,E01003503,22,29,24,24,24,23,30,24,30,25,23,21,31,26,24,27,33,41,33,37,33,40,42,46,43,47
E09000025,Newham,E01003506,30,25,28,32,29,33,26,34,28,28,23,28,33,25,16,31,22,25,26,23,29,22,19,31,19,30
E09000025,Newham,E01003507,31,24,24,23,31,30,15,18,29,37,18,26,25,22,36,31,42,34,37,41,61,24,39,39,46,45
E09000025,Newham,E01003508,21,21,26,23,20,23,23,23,22,26,24,26,25,22,29,22,33,26,29,40,31,29,41,40,32,32
E09000025,Newham,E01003509,35,38,31,32,38,31,31,37,25,44,29,33,35,32,44,40,59,40,40,42,50,49,38,31,31,47
E09000025,Newham,E01003511,46,26,27,31,31,31,28,28,28,30,21,35,29,29,21,21,27,21,26,26,20,24,26,31,29,26
E09000025,Newham,E01003512,22,20,18,28,19,23,32,21,26,26,28,29,22,39,28,52,29,45,41,48,32,36,33,37,35,30
E09000025,Newham,E01003513,34,44,29,32,31,30,24,35,28,24,18,22,28,27,34,40,31,31,35,38,37,28,28,39,34,30
E09000025,Newham,E01003514,23,19,20,20,12,27,24,32,25,22,23,30,27,20,31,40,32,36,38,36,31,27,31,31,23,28
E09000025,Newham,E01003515,30,22,29,28,28,29,34,38,37,31,25,25,36,37,35,36,40,42,33,42,40,42,53,28,53,31
E09000025,Newham,E01003516,24,28,33,32,34,31,21,24,28,28,33,38,34,34,29,44,33,45,36,30,38,37,34,27,31,35
E09000025,Newham,E01003517,19,25,30,33,30,31,22,34,31,24,37,31,35,35,21,40,25,43,34,40,28,39,32,42,35,34
E09000025,Newham,E01003518,46,41,35,34,44,29,23,35,27,28,23,27,28,32,26,27,46,29,32,34,29,28,38,33,32,46
E09000025,Newham,E01003519,20,28,25,22,24,22,30,29,21,34,24,17,25,34,21,18,27,32,23,33,33,22,23,25,30,28
E09000025,Newham,E01003520,35,32,19,23,24,28,21,28,36,29,30,38,36,32,18,37,38,30,46,26,43,50,48,54,35,33
E09000025,Newham,E01003521,25,31,35,28,36,25,32,29,42,20,28,42,39,32,39,49,37,37,43,29,36,43,51,46,49,30
E09000025,Newham,E01003522,35,32,22,33,24,30,32,37,41,33,35,30,34,33,31,40,34,27,37,42,45,42,33,32,35,27
E09000025,Newham,E01003523,19,28,23,28,24,42,25,29,21,38,32,39,33,32,36,46,51,31,47,37,45,35,43,41,34,33
E09000025,Newham,E01003524,35,38,30,30,38,39,29,42,22,29,52,39,33,30,47,35,51,29,42,45,48,47,46,41,36,41
E09000025,Newham,E01003525,37,29,26,36,30,25,27,29,30,37,33,39,42,32,41,37,38,44,47,36,65,39,44,46,49,53
E09000025,Newham,E01003526,24,27,30,26,29,35,29,47,39,38,37,29,28,44,31,34,27,38,39,42,49,45,47,26,39,43
E09000025,Newham,E01003527,19,29,20,21,19,21,24,20,19,18,28,22,20,18,31,24,35,34,32,40,31,31,36,35,27,22
E09000025,Newham,E01003528,20,17,20,26,31,22,20,21,19,25,28,32,26,28,24,32,31,35,29,23,30,38,34,30,30,32
E09000025,Newham,E01003529,46,45,40,28,34,37,33,41,51,23,40,40,34,29,40,40,44,54,40,47,53,39,42,53,34,46
E09000025,Newham,E01003530,31,36,31,32,35,32,33,30,37,23,28,36,28,28,33,24,34,21,39,34,43,28,41,41,42,48
E09000025,Newham,E01003531,22,31,28,35,29,38,35,33,40,32,32,34,34,36,32,37,47,35,43,41,41,45,36,48,59,49
E09000025,Newham,E01003532,37,42,26,38,52,34,37,34,30,39,41,34,26,36,34,35,37,39,36,37,39,42,59,48,48,49
E09000025,Newham,E01003533,36,25,32,29,29,29,32,25,31,34,40,25,31,30,26,39,36,37,33,43,37,41,49,44,48,31
E09000025,Newham,E01003534,38,49,42,31,53,29,41,40,39,44,46,46,43,57,42,44,51,54,42,48,54,37,47,43,50,49
E09000025,Newham,E01003535,26,34,20,25,20,27,23,26,24,20,24,27,33,26,35,34,23,31,26,32,29,32,37,35,31,32
E09000025,Newham,E01003536,27,31,24,24,38,32,27,26,23,19,32,26,32,38,36,50,48,42,56,45,46,40,32,40,43,35
E09000025,Newham,E01003537,31,21,31,22,30,28,28,14,44,30,29,35,40,33,46,40,54,38,39,38,46,42,49,44,39,39
E09000025,Newham,E01003538,21,35,25,33,23,29,27,29,19,31,30,26,27,35,53,39,49,51,54,45,50,48,41,49,39,43
E09000025,Newham,E01003539,39,27,30,35,31,37,40,29,37,51,32,31,35,49,32,46,49,47,42,46,41,60,52,55,42,38
E09000025,Newham,E01003540,22,29,28,17,25,15,22,21,35,21,27,27,25,27,36,37,29,37,37,43,28,35,38,32,39,37
E09000025,Newham,E01003541,29,23,19,29,20,30,25,32,19,19,31,29,29,25,29,31,35,38,37,36,44,44,37,27,43,38
E09000025,Newham,E01003542,28,31,29,25,22,28,16,33,30,50,26,38,34,40,41,39,49,34,38,50,39,28,33,25,37,32
E09000025,Newham,E01003543,27,39,38,20,32,47,30,19,43,26,21,25,29,35,27,27,32,48,42,54,45,39,57,42,46,35
E09000025,Newham,E01003544,34,31,32,36,22,31,30,24,37,30,22,23,32,33,36,33,48,31,48,35,46,40,41,31,30,33
E09000025,Newham,E01003545,19,17,19,30,26,31,30,36,30,40,23,26,25,33,32,25,37,35,38,29,35,32,24,29,21,34
E09000025,Newham,E01003546,25,21,26,37,34,35,36,32,26,31,28,31,31,37,33,43,35,34,42,35,52,34,36,22,30,32
E09000025,Newham,E01003547,32,29,24,25,27,26,21,24,22,31,21,25,31,27,42,25,31,33,38,31,34,26,26,33,38,43
E09000025,Newham,E01003548,26,25,29,29,30,34,27,36,33,25,34,39,30,35,30,36,42,39,54,47,50,39,45,39,30,38
E09000025,Newham,E01003549,22,24,25,27,22,32,29,19,17,33,21,27,33,22,24,37,35,33,43,34,26,30,39,33,32,42
E09000025,Newham,E01003550,24,36,25,33,32,35,26,29,36,33,35,42,31,31,27,39,32,35,24,29,41,30,49,35,28,47
E09000025,Newham,E01003551,22,22,28,24,24,23,23,24,32,30,28,32,16,33,35,32,44,31,41,43,44,34,41,37,38,37
E09000025,Newham,E01003552,23,26,23,23,39,33,32,33,25,35,28,21,28,26,27,31,25,42,28,37,45,34,30,35,33,38
E09000025,Newham,E01003553,28,36,33,46,42,37,32,39,39,41,46,33,28,36,40,33,43,29,32,42,34,47,35,37,37,32
